id,created_at,user_id,feedback,useractivity_id,date,resolved,file
482,1728682112968,f5969a27-76ee-47df-95f4-b9d8582d0b20,"Nick please include your  leadership rolee in this description",580,2024-10-11,2024-03-21,
522,1729484812685,f5969a27-76ee-47df-95f4-b9d8582d0b20,"Nick please include your  leadership rolee in this description",580,2024-10-20,2024-03-21,
560,1730823381774,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"Accepted activity deleted.",366,2024-11-05,2024-03-21,
660,1733444872108,b75688c0-705d-4495-bc5c-34b5e28efb9b,"Toven approved!",788,2024-12-05,2024-03-21,
708,1733862767420,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Can not provide you with anymore hours for practice. I can only give you credit for your Saturday classes.",857,2024-12-10,2024-03-21,
709,1733862785529,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Can not provide you with anymore hours for practice. I can only give you credit for your Saturday classes.",854,2024-12-10,2024-03-21,
710,1733862828943,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"You can only get hours for attending church school and not mass.",852,2024-12-10,2024-03-21,
712,1733862932979,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Can not get credit for attending mass, only for attending church school.",850,2024-12-10,2024-03-21,
741,1733863548740,f623348f-0bc0-40c0-b069-437abb85ac3b,"What was this for? Not sure I can assign points without more details",821,2024-12-10,2024-03-21,
781,1733864436694,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"I can't give you hours for household chores. To earn points in this section you will need to participate in clubs or volunteer.",891,2024-12-10,2024-03-21,
796,1734026359827,f623348f-0bc0-40c0-b069-437abb85ac3b,"Accepted activity deleted.",828,2024-12-12,2024-03-21,
816,1734028955724,f623348f-0bc0-40c0-b069-437abb85ac3b,"Add that you helped to make this",821,2024-12-12,2024-03-21,
822,1734033125589,f623348f-0bc0-40c0-b069-437abb85ac3b,"Add that you helped to make this",821,2024-12-12,2024-03-21,
824,1734053716945,fd70cb80-1277-4f82-8c2f-1b358682da88,"Dance was only for one hour. Please change.",942,2024-12-12,2024-03-21,
852,1734480685343,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This was a awards ceremony not a community service event",970,2024-12-17,2024-03-21,
855,1734480975057,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Accepted activity deleted.",969,2024-12-17,2024-03-21,
856,1734481043988,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Accepted activity deleted.",932,2024-12-17,2024-03-21,
857,1734484082417,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This was a awards ceremony not a community service event",970,2024-12-17,2024-03-21,
858,1734537079273,20f476ca-0c70-46b6-982e-179fbc382c69,"Great job putting all of these in! 

However you forgot to set the program period to year 1!

I am sending these back for you to change!",978,2024-12-18,2024-03-21,
859,1734547273124,20f476ca-0c70-46b6-982e-179fbc382c69,"Have to change the program period to 1",977,2024-12-18,2024-03-21,
901,1735850552570,20f476ca-0c70-46b6-982e-179fbc382c69,"Accepted activity deleted.",977,2025-01-02,2024-03-21,
936,1736459380368,20f476ca-0c70-46b6-982e-179fbc382c69,"Change activity name to ""wrestling practice"" or ""Football practice"" or whatever the activity was instead of your name.",972,2025-01-09,2024-03-21,
950,1736464365048,47b644f2-0ed8-4cf3-8445-c7f2d9175359,update,1073,2025-01-09,2024-03-21,
951,1736464380663,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"Great job!:)",1072,2025-01-09,2024-03-21,
954,1736464680636,47b644f2-0ed8-4cf3-8445-c7f2d9175359,update,1073,2025-01-09,2024-03-21,
1086,1736970800819,20f476ca-0c70-46b6-982e-179fbc382c69,"Report card also sent to Jace and Josh",1150,2025-01-15,2024-03-21,"{""access"":""public"",""path"":""\/vault\/AL2geKri\/N1KRQmAsGE3l3RpOSbr5teYFSG8\/nnIJyQ..\/Brayden%27s+Report+card+.zip"",""name"":""Brayden's Report card .zip"",""type"":""archive"",""size"":173432,""mime"":""application\/zip"",""meta"":{},""url"":""https:\/\/xhhj-j4qm-cxda.n7c.xano.io\/vault\/AL2geKri\/N1KRQmAsGE3l3RpOSbr5teYFSG8\/nnIJyQ..\/Brayden%27s+Report+card+.zip""}"
1188,1737655079751,62586640-9291-413c-ae34-d082ae53d3af,"You can't claim hours if you were unable to attend. Hope you are feeling better.",1245,2025-01-23,2024-03-21,
1189,1737655105542,62586640-9291-413c-ae34-d082ae53d3af,"You can't claim hours if you didn't attend. Hope you feel better.",1245,2025-01-23,2024-03-21,
1190,1737656496377,79f7938a-f5d9-40ac-b2cd-12066453bbd8,revise,1246,2025-01-23,2024-03-21,
1191,1737656896208,20f476ca-0c70-46b6-982e-179fbc382c69,"Accepted activity deleted.",1150,2025-01-23,2024-03-21,
1199,1737689458946,db57d37d-4092-4a19-a808-e03779c5a0ad,"Kim so true. does this make you think about anger differently?",1250,2025-01-23,2024-03-21,
1204,1738004077153,f623348f-0bc0-40c0-b069-437abb85ac3b,"Event is only 3 hours",1256,2025-01-27,2024-03-21,
1214,1738182576194,f623348f-0bc0-40c0-b069-437abb85ac3b,"Event is only 3 hours",1256,2025-01-29,2024-03-21,
1218,1738261737050,62586640-9291-413c-ae34-d082ae53d3af,spelling,1273,2025-01-30,2024-03-21,
1222,1738262064695,62586640-9291-413c-ae34-d082ae53d3af,spelling,1273,2025-01-30,2024-03-21,
1224,1738262122072,62586640-9291-413c-ae34-d082ae53d3af,spelling,1273,2025-01-30,2024-03-21,
1283,1739328617545,db57d37d-4092-4a19-a808-e03779c5a0ad,"Josh arranged this",1341,2025-02-11,2024-03-21,
1424,1740591455301,f623348f-0bc0-40c0-b069-437abb85ac3b,"What was discussed in the lecture? What did you learn?",1473,2025-02-26,2024-03-21,
1425,1740591484876,f623348f-0bc0-40c0-b069-437abb85ac3b,"What did you learn? What did you find interesting? Need way more detail!",1472,2025-02-26,2024-03-21,
1443,1740683425116,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"What did you learn? Find interesting?",1493,2025-02-27,2024-03-21,
1468,1741285916166,f623348f-0bc0-40c0-b069-437abb85ac3b,"What did you learn? What did you find interesting? Need way more detail!",1472,2025-03-06,2024-03-21,
1469,1741285933569,f623348f-0bc0-40c0-b069-437abb85ac3b,"What was discussed in the lecture? What did you learn?",1473,2025-03-06,2024-03-21,
1470,1741286209105,f623348f-0bc0-40c0-b069-437abb85ac3b,"8 hours for this trip",1510,2025-03-06,2024-03-21,
1471,1741286442858,f623348f-0bc0-40c0-b069-437abb85ac3b,"Only 3 hours",1507,2025-03-06,2024-03-21,
1475,1741286787801,62586640-9291-413c-ae34-d082ae53d3af,Chief,1533,2025-03-06,2024-03-21,
1478,1741287123903,62586640-9291-413c-ae34-d082ae53d3af,Chief,1533,2025-03-06,2024-03-21,
1488,1741632061127,f623348f-0bc0-40c0-b069-437abb85ac3b,"Only 3 hours",1507,2025-03-10,2024-03-21,
1489,1741632083721,f623348f-0bc0-40c0-b069-437abb85ac3b,"8 hours for this trip",1510,2025-03-10,2024-03-21,
1510,1741727146102,62586640-9291-413c-ae34-d082ae53d3af,"Accepted activity deleted.",1562,2025-03-11,2024-03-21,
1512,1741728139981,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"Accepted activity deleted.",1565,2025-03-11,2024-03-21,
1513,1741728162100,f623348f-0bc0-40c0-b069-437abb85ac3b,"Accepted activity deleted.",1564,2025-03-11,2024-03-21,
1514,1741728191107,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Accepted activity deleted.",1563,2025-03-11,2024-03-21,
1515,1741728208781,ed120f1b-7d64-4772-a3e1-ff354449de85,"Accepted activity deleted.",1561,2025-03-11,2024-03-21,
1559,1742577473058,2d2bc8a6-8a89-4503-9ab7-e43a5e8dac7d,Great!,1671,2025-03-21,2024-03-21,
1565,1742587499306,f5969a27-76ee-47df-95f4-b9d8582d0b20,"Nick was engaged and participated very well",1674,2025-03-21,2024-03-21,
1580,1743096704218,ed120f1b-7d64-4772-a3e1-ff354449de85,"3 hours",1693,2025-03-27,2024-03-21,
1581,1743096775980,62586640-9291-413c-ae34-d082ae53d3af,3.5,1700,2025-03-27,2024-03-21,
1582,1743097139127,fd70cb80-1277-4f82-8c2f-1b358682da88,"This activity does not count for points.",1703,2025-03-27,2024-03-21,
1585,1743179568190,fd70cb80-1277-4f82-8c2f-1b358682da88,"Are you sure it was two hours?",1717,2025-03-28,2024-03-21,
1586,1743298448398,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1714,2025-03-29,2024-03-21,
1602,1743541292047,62586640-9291-413c-ae34-d082ae53d3af,3.5,1700,2025-04-01,2024-03-21,
1608,1743541724220,ed120f1b-7d64-4772-a3e1-ff354449de85,"3 hours",1693,2025-04-01,2024-03-21,
1638,1743616805166,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",1752,2025-04-02,2024-03-21,
1639,1743616818874,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"wrong date",1751,2025-04-02,2024-03-21,
1645,1743617097968,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"wrong date",1751,2025-04-02,2024-03-21,
1647,1743629529148,b75688c0-705d-4495-bc5c-34b5e28efb9b,"wrong year",1757,2025-04-02,2024-03-21,
1690,1743633833167,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"change to extra curricular",1796,2025-04-02,2024-03-21,
1734,1743635278663,8e6526ef-8fa3-46c9-9d72-47b949439e89,"wrong date",1808,2025-04-02,2024-03-21,
1735,1743635311307,8e6526ef-8fa3-46c9-9d72-47b949439e89,"wrong date",1805,2025-04-02,2024-03-21,
1781,1744139717905,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"Accepted activity deleted.",1201,2025-04-08,2024-03-21,
1797,1744321569096,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"Accepted activity deleted.",1106,2025-04-10,2024-03-21,
1798,1744735535292,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1904,2025-04-15,2024-03-21,
1799,1744735550646,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1903,2025-04-15,2024-03-21,
1800,1744735561721,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1902,2025-04-15,2024-03-21,
1801,1744735583939,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1901,2025-04-15,2024-03-21,
1802,1744735603830,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1862,2025-04-15,2024-03-21,
1803,1744735669783,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1719,2025-04-15,2024-03-21,
1804,1744735691323,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1718,2025-04-15,2024-03-21,
1805,1744762730493,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1920,2025-04-15,2024-03-21,
1806,1744762765668,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1919,2025-04-15,2024-03-21,
1807,1744762783380,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1918,2025-04-15,2024-03-21,
1808,1744762815786,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1917,2025-04-15,2024-03-21,
1809,1744762828827,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1916,2025-04-15,2024-03-21,
1810,1744762840351,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1915,2025-04-15,2024-03-21,
1811,1744762852739,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1914,2025-04-15,2024-03-21,
1812,1744762872007,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1913,2025-04-15,2024-03-21,
1813,1744762881971,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1912,2025-04-15,2024-03-21,
1814,1744762892173,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1911,2025-04-15,2024-03-21,
1815,1744762902037,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1910,2025-04-15,2024-03-21,
1816,1744762911487,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1909,2025-04-15,2024-03-21,
1817,1744762920844,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1908,2025-04-15,2024-03-21,
1818,1744819973066,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",1926,2025-04-16,2024-03-21,
1819,1744819992305,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1921,2025-04-16,2024-03-21,
1820,1744820541516,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1928,2025-04-16,2024-03-21,
1821,1744820550647,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1927,2025-04-16,2024-03-21,
1822,1744863332942,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1923,2025-04-16,2024-03-21,
1823,1744863370705,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1907,2025-04-16,2024-03-21,
1824,1744863385970,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1925,2025-04-16,2024-03-21,
1825,1744863401306,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1924,2025-04-16,2024-03-21,
1826,1744863471557,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1627,2025-04-16,2024-03-21,
1827,1744870520639,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1720,2025-04-16,2024-03-21,
1828,1744904860200,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1922,2025-04-17,2024-03-21,
1829,1744905110342,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1929,2025-04-17,2024-03-21,
1830,1744905348119,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",1930,2025-04-17,2024-03-21,
1831,1745015588413,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1934,2025-04-18,2024-03-21,
1832,1745015609685,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1933,2025-04-18,2024-03-21,
1833,1745015622398,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1932,2025-04-18,2024-03-21,
1834,1745015643945,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1931,2025-04-18,2024-03-21,
1835,1745339459254,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1939,2025-04-22,2024-03-21,
1836,1745339475077,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1938,2025-04-22,2024-03-21,
1837,1745343064303,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1935,2025-04-22,2024-03-21,
1838,1745343081274,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1936,2025-04-22,2024-03-21,
1839,1745343100028,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1937,2025-04-22,2024-03-21,
1840,1745358951979,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1940,2025-04-22,2024-03-21,
1841,1745362074963,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"president of keystone",1943,2025-04-22,2024-03-21,
1842,1745362087360,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1942,2025-04-22,2024-03-21,
1843,1745362096242,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",1941,2025-04-22,2024-03-21,
1844,1745424614547,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",1949,2025-04-23,2024-03-21,
1845,1745424772927,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",1950,2025-04-23,2024-03-21,
1846,1745425099395,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1953,2025-04-23,2024-03-21,
1847,1745425113283,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1952,2025-04-23,2024-03-21,
1848,1745425123545,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1951,2025-04-23,2024-03-21,
1849,1745425239716,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",1955,2025-04-23,2024-03-21,
1850,1745425252118,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",1954,2025-04-23,2024-03-21,
1851,1745504113728,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1948,2025-04-24,2024-03-21,
1852,1745504134649,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1947,2025-04-24,2024-03-21,
1853,1745504156952,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1946,2025-04-24,2024-03-21,
1854,1745504188339,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1945,2025-04-24,2024-03-21,
1855,1745504202582,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1944,2025-04-24,2024-03-21,
1856,1745546101556,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1958,2025-04-24,2024-03-21,
1857,1745546142476,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1959,2025-04-24,2024-03-21,
1858,1745863574039,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",1977,2025-04-28,2024-03-21,
1859,1745863587990,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",1976,2025-04-28,2024-03-21,
1860,1745863614534,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",1975,2025-04-28,2024-03-21,
1861,1745864877203,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",1978,2025-04-28,2024-03-21,
1862,1745869978018,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",1979,2025-04-28,2024-03-21,
1863,1745869995170,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",1980,2025-04-28,2024-03-21,
1864,1745870009711,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",1981,2025-04-28,2024-03-21,
1865,1745870031702,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",1976,2025-04-28,2024-03-21,
1866,1745891745456,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1970,2025-04-28,2024-03-21,
1867,1745891784270,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1971,2025-04-28,2024-03-21,
1868,1745891804421,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1974,2025-04-28,2024-03-21,
1869,1745891819129,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1973,2025-04-28,2024-03-21,
1870,1745891860898,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1967,2025-04-28,2024-03-21,
1871,1745891879146,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1966,2025-04-28,2024-03-21,
