id,created_at,user_id,feedback,useractivity_id,date,resolved,file
1872,1745891896936,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1965,2025-04-28,2024-03-21,
1873,1745891926807,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1960,2025-04-28,2024-03-21,
1874,1745891944664,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1961,2025-04-28,2024-03-21,
1875,1745891959789,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1964,2025-04-28,2024-03-21,
1876,1745891973663,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1962,2025-04-28,2024-03-21,
1877,1745891985165,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1972,2025-04-28,2024-03-21,
1878,1745891997475,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1963,2025-04-28,2024-03-21,
1879,1745947095106,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1984,2025-04-29,2024-03-21,
1880,1745947129936,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1983,2025-04-29,2024-03-21,
1881,1745947164925,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1982,2025-04-29,2024-03-21,
1882,1745951243192,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1987,2025-04-29,2024-03-21,
1883,1745951261327,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1986,2025-04-29,2024-03-21,
1884,1745951280669,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1985,2025-04-29,2024-03-21,
1885,1746043473466,62586640-9291-413c-ae34-d082ae53d3af,"Accepted activity deleted.",1566,2025-04-30,2024-03-21,
1886,1746059227434,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2014,2025-04-30,2024-03-21,
1887,1746059253017,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2013,2025-04-30,2024-03-21,
1888,1746059268156,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2012,2025-04-30,2024-03-21,
1889,1746059285591,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2011,2025-04-30,2024-03-21,
1890,1746059305220,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2010,2025-04-30,2024-03-21,
1891,1746059325574,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2009,2025-04-30,2024-03-21,
1892,1746059346083,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2008,2025-04-30,2024-03-21,
1893,1746059365616,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2007,2025-04-30,2024-03-21,
1894,1746059384029,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",2006,2025-04-30,2024-03-21,
1895,1746059404457,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2005,2025-04-30,2024-03-21,
1896,1746059423333,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2004,2025-04-30,2024-03-21,
1897,1746059450032,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",2003,2025-04-30,2024-03-21,
1898,1746059467593,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2002,2025-04-30,2024-03-21,
1899,1746059485631,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2001,2025-04-30,2024-03-21,
1900,1746059499755,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",2000,2025-04-30,2024-03-21,
1901,1746059516103,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",1999,2025-04-30,2024-03-21,
1902,1746059530621,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",1998,2025-04-30,2024-03-21,
1903,1746059548451,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",1997,2025-04-30,2024-03-21,
1904,1746059561727,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",1996,2025-04-30,2024-03-21,
1905,1746059611834,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",1995,2025-04-30,2024-03-21,
1906,1746059627191,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",1994,2025-04-30,2024-03-21,
1907,1746070140882,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1991,2025-04-30,2024-03-21,
1908,1746070283469,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1990,2025-04-30,2024-03-21,
1909,1746070301059,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",1989,2025-04-30,2024-03-21,
1910,1746070324679,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",1988,2025-04-30,2024-03-21,
1911,1746070356163,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1992,2025-04-30,2024-03-21,
1912,1746070378909,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",1993,2025-04-30,2024-03-21,
1913,1746197693303,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2020,2025-05-02,2024-03-21,
1914,1746197715101,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",2018,2025-05-02,2024-03-21,
1915,1746197833501,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2019,2025-05-02,2024-03-21,
1916,1746460071202,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",1957,2025-05-05,2024-03-21,
1917,1746460080487,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",1956,2025-05-05,2024-03-21,
1918,1746488231273,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2027,2025-05-05,2024-03-21,
1919,1746488238766,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2026,2025-05-05,2024-03-21,
1920,1746488245881,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2025,2025-05-05,2024-03-21,
1921,1746492459983,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2030,2025-05-05,2024-03-21,
1922,1746492515783,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2029,2025-05-05,2024-03-21,
1923,1746492538057,79f7938a-f5d9-40ac-b2cd-12066453bbd8,"This is a test",2028,2025-05-05,2024-03-21,
1924,1746492562213,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",2023,2025-05-05,2024-03-21,
1925,1746492581903,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",2022,2025-05-05,2024-03-21,
1926,1746492598072,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2017,2025-05-05,2024-03-21,
1927,1746492618606,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2016,2025-05-05,2024-03-21,
1928,1746492647043,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2015,2025-05-05,2024-03-21,
1929,1746503744284,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2038,2025-05-05,2024-03-21,
1930,1746503757509,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2037,2025-05-05,2024-03-21,
1931,1746503776042,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2036,2025-05-05,2024-03-21,
1932,1746503791268,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2035,2025-05-05,2024-03-21,
1933,1746503816944,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2034,2025-05-05,2024-03-21,
1934,1746503849972,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",2033,2025-05-05,2024-03-21,
1935,1746503876571,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",2032,2025-05-05,2024-03-21,
1936,1746503892052,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2031,2025-05-05,2024-03-21,
1937,1746503909772,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",1500,2025-05-05,2024-03-21,
1938,1746548427640,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2024,2025-05-06,2024-03-21,
1939,1746548446376,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2021,2025-05-06,2024-03-21,
1940,1746636098614,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2041,2025-05-07,2024-03-21,
1941,1746636289863,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2044,2025-05-07,2024-03-21,
1942,1746636319461,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2043,2025-05-07,2024-03-21,
1943,1746636356471,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",2042,2025-05-07,2024-03-21,
1944,1746637901326,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2046,2025-05-07,2024-03-21,
1945,1746637920094,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2045,2025-05-07,2024-03-21,
1946,1746640406451,ed120f1b-7d64-4772-a3e1-ff354449de85,"Accepted activity deleted.",2002,2025-05-07,2024-03-21,
1947,1746641839432,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2039,2025-05-07,2024-03-21,
1948,1746641851435,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2040,2025-05-07,2024-03-21,
1949,1746656323032,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2048,2025-05-07,2024-03-21,
1950,1746656333288,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2047,2025-05-07,2024-03-21,
1951,1746721725238,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2049,2025-05-08,2024-03-21,
1952,1746721837127,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2050,2025-05-08,2024-03-21,
1953,1746722246492,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2051,2025-05-08,2024-03-21,
1954,1746725125272,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2053,2025-05-08,2024-03-21,
1955,1746725134818,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2052,2025-05-08,2024-03-21,
1956,1746725203861,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2054,2025-05-08,2024-03-21,
1957,1746725323917,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2055,2025-05-08,2024-03-21,
1958,1746727688388,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2056,2025-05-08,2024-03-21,
1959,1746808589855,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2058,2025-05-09,2024-03-21,
1960,1746808608349,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",2057,2025-05-09,2024-03-21,
1961,1747082212102,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2061,2025-05-12,2024-03-21,
1962,1747082245173,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2060,2025-05-12,2024-03-21,
1963,1747082253860,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2059,2025-05-12,2024-03-21,
1964,1747085163327,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2063,2025-05-12,2024-03-21,
1965,1747091608197,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2064,2025-05-12,2024-03-21,
1966,1747093701113,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2062,2025-05-12,2024-03-21,
1967,1747109051741,ed120f1b-7d64-4772-a3e1-ff354449de85,"This is a test",2065,2025-05-12,2024-03-21,
1968,1747109256916,f623348f-0bc0-40c0-b069-437abb85ac3b,"It was 5 hours! Please fix.",2066,2025-05-12,2024-03-21,
1969,1747109308969,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2067,2025-05-12,2024-03-21,
1970,1747109525200,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2068,2025-05-12,2024-03-21,
1971,1747110116742,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"Don't ruin surprise!",2069,2025-05-12,2024-03-21,
1972,1747110132925,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",2070,2025-05-12,2024-03-21,
1973,1747110665462,b6f167a2-6da2-424f-8cdd-e7f2d1f1743f,"This is a test",2071,2025-05-12,2024-03-21,
1974,1747170962913,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"Accepted activity deleted.",1151,2025-05-13,2024-03-21,
1975,1747173132424,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2072,2025-05-13,2024-03-21,
1976,1747175280584,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2075,2025-05-13,2024-03-21,
1977,1747175293480,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2074,2025-05-13,2024-03-21,
1978,1747175319134,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2073,2025-05-13,2024-03-21,
1979,1747175327814,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2073,2025-05-13,2024-03-21,
1980,1747175536496,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2076,2025-05-13,2024-03-21,
1981,1747175551011,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2077,2025-05-13,2024-03-21,
1982,1747175599824,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2078,2025-05-13,2024-03-21,
1983,1747175614920,47b644f2-0ed8-4cf3-8445-c7f2d9175359,"This is a test",2079,2025-05-13,2024-03-21,
1984,1747176867661,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2080,2025-05-13,2024-03-21,
1985,1747181871358,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2083,2025-05-13,2024-03-21,
1986,1747181910633,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2082,2025-05-13,2024-03-21,
1987,1747181934255,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2081,2025-05-13,2024-03-21,
1988,1747182037018,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2084,2025-05-13,2024-03-21,
1989,1747182756412,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2085,2025-05-13,2024-03-21,
1990,1747183203566,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2086,2025-05-13,2024-03-21,
1991,1747183250137,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2086,2025-05-13,2024-03-21,
1992,1747183391417,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2087,2025-05-13,2024-03-21,
1993,1747186883884,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2089,2025-05-13,2024-03-21,
1994,1747186892846,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2088,2025-05-13,2024-03-21,
1995,1747281377560,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2093,2025-05-14,2024-03-21,
1996,1747281397517,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2091,2025-05-14,2024-03-21,
1997,1747281416254,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2092,2025-05-14,2024-03-21,
1998,1747281431758,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2090,2025-05-14,2024-03-21,
1999,1747323040086,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2094,2025-05-15,2024-03-21,
2000,1747323050782,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2101,2025-05-15,2024-03-21,
2001,1747323060079,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2100,2025-05-15,2024-03-21,
2002,1747323069494,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2099,2025-05-15,2024-03-21,
2003,1747323082234,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2098,2025-05-15,2024-03-21,
2004,1747323093267,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2097,2025-05-15,2024-03-21,
2005,1747323103883,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2096,2025-05-15,2024-03-21,
2006,1747323114126,b75688c0-705d-4495-bc5c-34b5e28efb9b,"This is a test",2095,2025-05-15,2024-03-21,
2007,1747328264974,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2104,2025-05-15,2024-03-21,
2008,1747328983847,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",2103,2025-05-15,2024-03-21,
2009,1747329023335,62586640-9291-413c-ae34-d082ae53d3af,"This is a test",2102,2025-05-15,2024-03-21,
2010,1747348696797,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2106,2025-05-15,2024-03-21,
2011,1747429036221,f5969a27-76ee-47df-95f4-b9d8582d0b20,"This is a test",2112,2025-05-16,2024-03-21,
2012,1747429047382,e7d71536-a4eb-4896-82d5-c465fd3e535f,"This is a test",2111,2025-05-16,2024-03-21,
2013,1747429058241,db57d37d-4092-4a19-a808-e03779c5a0ad,"This is a test",2110,2025-05-16,2024-03-21,
2014,1747433618691,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2114,2025-05-16,2024-03-21,
2015,1747433629742,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2113,2025-05-16,2024-03-21,
2016,1747530799497,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2105,2025-05-17,2024-03-21,
2017,1747530808012,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2116,2025-05-17,2024-03-21,
2018,1747530815566,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2115,2025-05-17,2024-03-21,
2019,1747677389210,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2117,2025-05-19,2024-03-21,
2020,1747692778257,20f476ca-0c70-46b6-982e-179fbc382c69,"This is a test",2118,2025-05-19,2024-03-21,
2021,1747763274297,8e6526ef-8fa3-46c9-9d72-47b949439e89,"This is a test",2120,2025-05-20,2024-03-21,
2022,1747774553949,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2121,2025-05-20,2024-03-21,
2023,1747774571956,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2122,2025-05-20,2024-03-21,
2024,1747774580660,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2123,2025-05-20,2024-03-21,
2025,1747774588593,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2124,2025-05-20,2024-03-21,
2026,1747774596650,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2125,2025-05-20,2024-03-21,
2027,1747774604511,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2126,2025-05-20,2024-03-21,
2028,1747774612363,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2127,2025-05-20,2024-03-21,
2029,1747776633998,f623348f-0bc0-40c0-b069-437abb85ac3b,"It was 5 hours! Please fix.",2066,2025-05-20,2024-03-21,
2030,1747776647395,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2107,2025-05-20,2024-03-21,
2031,1747776677708,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2108,2025-05-20,2024-03-21,
2032,1747776707548,f623348f-0bc0-40c0-b069-437abb85ac3b,"This is a test",2109,2025-05-20,2024-03-21,
2033,1747776740063,df3f61b0-8bd5-4c8c-a59a-d303aaba90d0,"This is a test",2119,2025-05-20,2024-03-21,
2034,1747795414508,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2131,2025-05-20,2024-03-21,
2035,1747795436268,023fcb82-deee-43c2-ad0e-6ad91a15d36c,"This is a test",2132,2025-05-20,2024-03-21,
